super_opeid,name,czname,state,par_median,k_median,par_q1,par_top1pc,kq5_cond_parq1,ktop1pc_cond_parq1,mr_kq5_pq1,mr_ktop1_pq1,trend_parq1,trend_bottom40,count
2905,North Carolina Agricultural & Technical State University,Greensboro,NC,52600,34300,.172298,.0021607261,.15756986,0,.027148971,0,-.030659752,-.020007692,1535.333333333333
2031,University Of Louisiana At Lafayette,Lafayette,LA,75800,39200,.13466993,.010337069,.20143944,.0057425713,.027127836,.0007733517,-.057732746,-.079696253,2585.666666666667
21171,Art Institute Of Houston ,Houston,TX,58000,30300,.1710009,.0094065992,.15835603,0,.027079023,0,-.024731092,-.019145524,401
1325,University Of San Francisco,San Francisco,CA,106900,56900,.05863943,.061842754,.46176669,.0091352947,.027077734,.00053568848,-.0026313316,-.034856159,606.3333333333334
93,City Colleges Of Chicago,Chicago,IL,39400,25300,.28944212,.00169045,.09346433,.0011165451,.027052514,.00032317516,.0013505694,.0073546283,3365.5
1940,Southwestern College,Winfield,KS,71300,42600,.11373046,.00068485888,.23750885,.024964761,.027011991,.0028392537,-.057172105,-.095341086,118.5
202,San Diego Community College District,San Diego,CA,63200,30900,.17469496,.0095233768,.15460964,.0022081663,.027009523,.0003857555,.0024501074,.0073058624,4152.666666666667
2859,SUNY College Of Agriculture & Technology At Morrisville,Syracuse,NY,54000,30700,.18218279,.0023267795,.14804323,0,.026970929,0,-.03066681,-.063627034,656.3333333333334
8878,Miami International University Of Art & Design,Miami,FL,46300,22900,.24759533,.0089318566,.10888322,.00019144057,.026958978,.00004739979,-.030249093,-.032342009,202.5
3816,Southern West Virginia Community And Technical College,Charleston,WV,55300,21400,.22418828,.0011917388,.12009859,0,.026924698,0,.043566059,.052096635,467.3333333333333
1085,University Of Arkansas At Monticello,Pine Bluff,AR,58800,31400,.20884383,.0021793931,.12889101,.00012243973,.026918091,.000025570782,.050807811,.11875226,434.6666666666667
2114,American International College,Springfield,MA,68700,41900,.1455442,.0058969348,.18479864,0,.026896371,0,-.043637898,-.068539448,172.3333333333333
2660,San Juan College,Farmington,NM,59400,25600,.18032533,.0033194819,.14905502,3.3238182e-06,.026878396,5.9936860e-07,-.043714724,-.029850699,835.6666666666666
2218,Suffolk University,Boston,MA,88100,47600,.07673727,.022979448,.34961706,.0084368987,.02682866,.00064742455,-.00062359311,-.017579906,541
4608,Barton County Community College,Great Bend,KS,52600,31600,.18634379,.00092841208,.14374883,0,.026786702,0,-.057103802,-.11015019,806.3333333333334
10405,Pinnacle Career Institute,Kansas City,MO,51200,31900,.14916778,0,.17903639,.00012836623,.026706461,.000019148105,.10079073,.066708781,68.33333333333333
2422,Mississippi University For Women,Columbus,MS,68500,31900,.15268545,.00084806012,.17457345,.0098251132,.026654826,.0015001518,.039549448,.08493074,232.5
3832,Alverno College,Milwaukee,WI,65600,33200,.15033281,.0051247831,.17699276,.014151361,.026607819,.0021274139,-.014751152,-.053280029,161
3621,St. Edward's University,Austin,TX,101100,42600,.10910878,.064226687,.24351561,.016085567,.026569691,.0017550766,-.040237702,-.063770719,373
7468,School Of Visual Arts,New York,NY,95200,37400,.083341986,.03030942,.31857845,.022386126,.026550962,.0018657042,-.0048764641,-.038440216,532.3333333333334
1757,Southeastern Illinois College,Harrisburg,IL,55500,29600,.16525847,.0011920745,.16040219,.00032409187,.026507821,.000053558928,.026124373,-.00012269955,245.5
3482,Christian Brothers University,Memphis,TN,97600,52000,.065602966,.021787895,.40375692,.042857319,.02648765,.0028115672,.027812794,.093836047,232.3333333333333
1531,Stetson University,Deltona,FL,98300,44500,.072785452,.039568562,.36357144,.021440774,.026462711,.0015605765,-.00084750808,.0010927764,444.3333333333333
10,Rancho Santiago Community College District,Los Angeles,CA,63600,33700,.1597264,.0080312984,.16563599,.0029249892,.02645644,.000467198,-.0255733,-.031027442,2269.333333333333
9387,Perry Technical Institute,Yakima,WA,82000,52200,.072459839,.016047513,.36511397,0,.026456099,0,.058160078,.1338101,71.5
2601,Cumberland County College,Philadelphia,NJ,59900,32200,.14982034,.0014320987,.17650659,.00011663317,.026444279,.000017474022,.013833022,.017982313,515.3333333333334
2798,Pratt Institute,New York,NY,96100,33200,.097330593,.034384497,.27164322,.014523873,.026439195,.0014136172,-.024224544,-.048347183,465
3155,Eastern Oklahoma State College,Fort Smith,OK,45500,30300,.23353475,.0037553245,.1131069,.00015836523,.026414393,.000036983787,-.050365362,-.094534315,296.6666666666667
1538,University Of Tampa ,Tampa,FL,92900,44700,.081401214,.037114128,.32399645,0,.026373705,0,-.036898423,-.094072886,541.3333333333334
21136,American Intercontinental University,Chicago,IL,44700,22100,.26033288,.0048899432,.10127345,.0027569863,.026364811,.00071773422,.012350045,.067262121,1596.166666666667
2957,Queens University Of Charlotte,Charlotte,NC,99700,38300,.069826335,.015769474,.37757084,.000095940828,.026364388,6.6991965e-06,.0025497114,.013439838,188.5
3172,Oklahoma State University Institute Of Technology - Okmulgee,Okmulgee,OK,53900,33100,.17298912,.0012807773,.15233892,.0033303709,.026352976,.00057611789,-.0019406056,-.015280093,551
3609,San Jacinto Community College District,Houston,TX,71500,37100,.1248451,.0027532703,.21093433,.00063765538,.026334118,.000079608151,.010299913,.032283291,3710.333333333333
3447,Spartanburg Methodist College,Spartanburg,SC,60600,30400,.20166422,.0047870246,.13033827,.0003977438,.026284566,.000080210695,-.040398654,-.020243922,146
207,West Hills Community College District,Fresno,CA,46100,25600,.22535126,.0019806172,.11652232,.00018050418,.026258452,.000040676845,-.062254831,-.079412311,808
2225,Wentworth Institute Of Technology,Boston,MA,93600,59700,.066957332,.0081083523,.39073476,.00021406278,.026162557,.000014333073,-.024218891,-.072266713,613.3333333333334
1535,University Of Florida,Gainesville,FL,106100,56700,.060965687,.027280813,.42789829,.034716856,.026087113,.002116537,.0010840773,-.0012740162,6627
2404,East Central Community College,Meridian,MS,41600,28000,.30573347,.0010921991,.085294902,.0036965231,.026077507,.0011301509,-.060481299,-.012215096,484
25256,Art Institute Of New York City ,New York,NY,45900,26900,.24446349,.0042415299,.10662801,.011174342,.026066655,.0027317186,.015569295,.0041987672,245
3656,University Of Texas At Arlington,Fort Worth,TX,83600,46500,.093281984,.0077261655,.2786735,.012699629,.025995217,.0011846466,.015002048,.057949685,1680
2192,Mount Holyoke College,Springfield,MA,108700,48900,.060082663,.046659976,.43250099,.043137487,.025985811,.0025918151,-.0048301243,-.012123187,404.6666666666667
3954,University Of Central Florida,Orlando,FL,91200,46000,.072166279,.014564703,.35995388,.012641399,.025976531,.00091228273,-.014163803,-.041316271,4407
1041,Spring Hill College,Mobile,AL,107000,45100,.065644443,.056479212,.39551237,.064998396,.025963189,.0042667836,.024856323,.063585907,231.3333333333333
4972,Galveston College,Houston,TX,45600,30900,.2565257,.0012540499,.10064665,0,.025818452,0,-.11973289,-.058701225,234
1544,Albany State University,Albany,GA,43800,31900,.2330108,.00094723084,.11070278,0,.025794942,0,.020892616,.1004005,521
16,San Mateo County Community College District,San Francisco,CA,77000,37800,.10543723,.0062606144,.24438569,.0058608484,.025767351,.00061795162,.0090080425,-.01405632,2601.666666666667
1728,Morton College,Chicago,IL,49700,28500,.19574378,.00019965996,.13145322,.00031759441,.02573115,.000062167135,-.0056409026,.027241368,690.3333333333334
3748,Eastern Shore Community College,Chincoteague,VA,35800,24200,.37020293,.00052922103,.06925083,0,.025636859,0,-.16432315,-.059992872,129.6666666666667
21661,Elaine P. Nunez Community College,New Orleans,LA,47200,23800,.25470054,.00098706165,.10041587,.00056473265,.025575977,.00014383771,.079991579,.13582309,291.5
2017,Mcneese State University,Lake Charles,LA,75800,36300,.127929,.0043969783,.19987112,.0077121742,.025569314,.00098661077,-.031821411,-.042351037,1361.666666666667
2643,Union County College,Newark,NJ,62400,33600,.15828724,.0027345628,.16128452,.0019437827,.025529282,.000307676,-.0041387752,.009310401,1116.666666666667
19,Foothill-Deanza Community College District,San Jose,CA,80200,33900,.12964211,.016573552,.19676554,.0083515933,.0255091,.0010827183,-.0025680924,-.021217192,4000.666666666667
7635,Capital Community College,Bridgeport,CT,46200,28900,.24232808,.00052339898,.10522533,.00031442946,.025499053,.000076195087,.035557069,.075980894,312.3333333333333
1399,Norwalk Community College,Bridgeport,CT,70200,31700,.13317077,.025087798,.19129223,.00034308634,.025474533,.00004568907,.013026997,.0091951145,620.3333333333334
2205,Quincy College,Boston,MA,69000,29100,.13186677,.003270139,.19226038,.0071653216,.025352756,.00094486779,.012203909,-.0092157442,359.6666666666667
3646,Texas Woman's University,Dallas,TX,82600,40200,.093652733,.0061712302,.27058345,0,.025340879,0,.023260724,.054221071,434
2858,State University Of New York At Farmingdale,New York,NY,85600,44200,.089489654,.0071455077,.28291515,0,.025317978,0,-.027124688,-.087091036,752.6666666666666
3174,Oklahoma Panhandle State University,Guymon,OK,56900,33600,.12205757,.0023958082,.2073507,.00033253996,.025308723,.000040589021,.027043669,.032196131,183
1186,College Of The Sequoias,Fresno,CA,51500,27500,.21755768,.0028634942,.11627213,.00011531957,.025295895,.000025088659,-.026827242,-.0013974104,1764.666666666667
1486,Florida Memorial University,Miami,FL,33400,29300,.31662732,.00050522102,.079887137,.00021902971,.025294451,.00006935079,-.2667464,.54415762,256
4743,Clovis Community College,Clovis,NM,44300,26600,.24661276,.0012145012,.10244994,.0032550963,.025265463,.00080274825,-.014548363,-.034047317,424
3359,Robert Morris University,Pittsburgh,PA,83600,48300,.058833398,.012844098,.42906725,.0011947637,.025243485,.000070292008,-.002133758,-.04247535,478.5
11112,Fashion Institute Of Design & Merchandising,Los Angeles,CA,76300,28200,.111849,.022184094,.22536097,.00072082889,.0252064,.000080623991,-.028954528,-.076313466,932.5
2988,Bismarck State College,Bismarck,ND,68300,40400,.10096104,.0036277466,.24954949,.0082727773,.025194777,.00083522825,-.039614383,-.13188924,785.3333333333334
1174,Scripps College,Los Angeles,CA,126300,46400,.051244065,.082430147,.49148786,.037014902,.025185836,.0018967941,-.032238148,-.069943734,185
3727,Northern Virginia Community College,Washington DC,VA,86200,37300,.096939713,.0062737903,.25972122,.0025149267,.0251773,.00024379627,-.011970231,-.0098963501,5319
7111,North Country Community College,Plattsburgh,NY,61000,24900,.18513244,.001519152,.13580912,.00043547523,.025142675,.000080620594,.014721622,-.0028659308,211
3146,Western Oklahoma State College,Altus,OK,52100,29300,.18908471,.0039197085,.13293253,.0069935373,.025135508,.001322371,-.029276619,-.14409186,257.6666666666667
3176,Carl Albert State College,Fort Smith,OK,45700,23900,.2442392,.00087307452,.10290527,.0028442161,.0251335,.00069466903,-.096525505,-.13104555,359.6666666666667
3573,Hill College,Waco,TX,58200,29400,.17143033,.0022688224,.14659974,0,.025131643,0,-.04607942,-.081017904,489
2598,Caldwell College,Newark,NJ,84300,45400,.071806014,.013897126,.34991133,0,.025125738,0,.0020452207,-.01210406,215.6666666666667
9344,Ramapo College Of New Jersey,Newark,NJ,106400,49600,.062429748,.014398798,.40180755,0,.025084743,0,-.026137551,-.051034074,699.3333333333334
2600,College Of Saint Elizabeth,Newark,NJ,75200,44700,.094434507,.0055283033,.26508507,0,.025033178,0,.037694383,.085757487,118.6666666666667
3303,Carlow University,Pittsburgh,PA,66100,37900,.11994018,.0071931952,.20866561,.000031855612,.025027391,3.8207677e-06,-.010335848,-.057716805,156.6666666666667
2855,SUNY College Of Technology At Canton,Watertown,NY,52600,30300,.21010861,.00017848646,.11906148,.000043236374,.025015842,9.0843341e-06,-.039592367,-.068648443,438.6666666666667
7947,Beth Medrash Govoha Of America,Toms River,NJ,91100,20900,.18245932,.059619229,.13685821,.013494248,.024971057,.0024621512,-.02860182,.067954905,135.6666666666667
1348,Colorado School Of Mines,Denver,CO,111500,81500,.038899351,.014936082,.64041263,.065772213,.024911636,.0025584963,-.0030114211,-.022041732,512
1024,University Of West Alabama,Demopolis,AL,60200,35800,.18134975,.0041402336,.13718484,.00028880191,.024878439,.000052374155,.00010697452,.048500959,335
3747,University Of Virginia's College At Wise ,Big Stone Gap,VA,69900,38200,.13119617,.0065283594,.18955353,0,.024868697,0,-.075569451,-.13154238,214.3333333333333
1365,Colorado State University-Pueblo,Pueblo,CO,72300,38100,.102222,.0054469029,.24315037,.00072885962,.024855316,.000074505486,.011853552,.014897344,499
2990,Jamestown College,Jamestown,ND,75200,43100,.055782977,.0014517468,.44408655,.034598116,.024772471,.0019299859,-.0096592028,-.15103143,207
11678,State University Of New York Institute Of Technology At Utica,Syracuse,NY,78000,51300,.0784766,.00056328712,.31538108,0,.024750035,0,.039549172,.02355713,94.66666666666667
2881,SUNY Westchester Community College,New York,NY,74100,35000,.11808811,.01026296,.20940085,.0045566792,.024727751,.00053808966,.036055807,.048297044,1798
2825,"Saint Joseph's College of Brooklyn, NY",New York,NY,96700,61200,.056902714,.0061604595,.433927,.014378989,.024691625,.00081820349,.0077474308,-.039454009,430.3333333333333
6799,Craven Community College,Jacksonville,NC,57200,29600,.18641794,.0011570575,.13210657,0,.024627035,0,-.012511503,-.015449728,472
2901,Wells College,Syracuse,NY,74900,41500,.076454967,.0077829394,.32175684,.00044876061,.024599908,.000034309978,.0031148323,-.070343412,80
11649,Loyola Marymount University,Los Angeles,CA,131800,56200,.05359913,.086172074,.45875201,.031130141,.024588708,.0016685484,-.023844101,-.07032802,1016
2089,Prince George's Community College,Washington DC,MD,65100,35700,.12377005,.000829158,.19849512,0,.024567751,0,-.014812453,-.034618117,1863.333333333333
5619,North Georgia Technical College,Gainesville,GA,42300,17700,.29450026,.0044514746,.083328672,.0002566381,.024540316,.000075579985,-.022283662,-.044393573,206.5
10195,Art Institute Of Fort Lauderdale ,Miami,FL,55400,25700,.19660527,.010250747,.12475055,.0025304735,.024526617,.00049750443,.009750234,.034894917,527
3798,University Of Washington System,Seattle,WA,108100,57500,.053789549,.025079435,.45585972,.027029671,.024520488,.0014539137,.0033796304,-.0093115801,4797.666666666667
1071,Arizona Western College,Yuma,AZ,38600,28000,.27479175,.00099557207,.089150235,.00011258878,.024497749,.000030938467,-.069595769,-.067459896,765.6666666666666
2329,Wayne State University,Detroit,MI,81800,38400,.12600836,.0053894785,.19422808,.0029640147,.024474362,.00037349062,.056101929,.089069843,1782.333333333333
37,Alamo Community College District,San Antonio,TX,50600,29800,.21751642,.0027724218,.11221429,.00045678823,.02440845,.000099358942,-.039090339,-.032499652,6901.333333333333
8310,Auburn University Montgomery,Montgomery,AL,73600,35400,.13526307,.0041197911,.18042749,.0073421183,.024405176,.00099311746,-.0066682063,.035111386,668.3333333333334
3518,Southern Adventist University,Chattanooga,TN,80500,42700,.086719155,.019401276,.28117836,.038936548,.024383549,.0033765445,-.038504753,-.04274882,359
2610,Felician College,Newark,NJ,73300,40400,.12820391,.0064556352,.19016153,0,.024379453,0,-.0076099904,-.023256145,149.6666666666667
2199,Northeastern University,Boston,MA,108300,61800,.051461115,.037825361,.47367033,.017370485,.024375604,.00089390454,-.02107078,-.077308334,2601.333333333333
3576,Houston Baptist University,Houston,TX,93400,43100,.089184508,.022955425,.27280876,.013236454,.024330314,.0011804866,.0040406366,.021986974,289.3333333333333
13208,Baptist Bible College,Springfield,MO,67700,27100,.11958838,.0037964552,.203393,.00055870734,.024323437,.0000668149,-.049951907,-.091220923,124.5
2928,Fayetteville State University,Fayetteville,NC,41400,28700,.25220099,.0012194336,.096434213,.0040015108,.024320804,.001009185,-.02675803,.029961763,636.3333333333334
9741,University Of Texas At Dallas,Dallas,TX,100800,57100,.057812102,.014260364,.42036188,.03767683,.024302004,.0021781768,.020340547,.033991888,772
12877,"Sanford-Brown College of Farmington, CT",Bridgeport,CT,45400,26800,.23352009,.006383338,.10403577,0,.024294443,0,-.059994116,.0061626467,183.5
2992,University Of Mary,Bismarck,ND,79700,49800,.056419801,.0029347639,.43016273,.023372112,.024269696,.0013186499,-.033224542,-.086156599,296
2279,Lawrence Technological University,Detroit,MI,95100,54600,.077243477,.0077268872,.31393677,.014171136,.024249569,.0010946278,-.0091261361,-.0090146307,294.6666666666667
2416,Mississippi Delta Community College,Greenville,MS,30100,20800,.39672375,.00080023706,.061111405,.0014155773,.024244346,.0005615931,-.045939308,.013774904,644.5
11930,Roxbury Community College,Boston,MA,32700,27400,.36564761,.00050522102,.066135973,.000031932399,.024182461,.000011676006,-.045383509,-.061198354,143.5
3641,Texas Lutheran University,San Antonio,TX,92800,47600,.063387118,.011289771,.3804352,.027496131,.024114691,.0017429005,.041852169,.070018783,268.5
1098,Henderson State University,Hot Springs,AR,63900,36200,.13540597,.0049762842,.1778657,0,.024084078,0,-.0027864198,.023017133,503.6666666666667
2224,Wellesley College,Boston,MA,142500,56300,.055223361,.099150375,.43610975,.080882043,.024083447,.0044665784,-.0043156841,.002389252,527.6666666666666
23485,Lamar State College - Port Arthur,Beaumont,TX,61100,27800,.22163831,.0059704492,.10865206,0,.024081459,0,-.03458922,-.016505541,444
3283,Lackawanna College,Scranton,PA,55200,26400,.20366848,.003183098,.11813594,.00045780957,.024060566,.000093241375,-.0057912907,-.020256404,274
2238,Andrews University,South Bend,MI,73900,37200,.093424968,.017232016,.25738013,.0012347467,.02404573,.00011535617,-.030300833,-.1351878,262.6666666666667
5596,Emily Griffith Technical College,Denver,CO,50200,26500,.20666222,.0014729291,.11578713,.00046663341,.023928825,.000096435499,.014192959,.0035853684,307
1433,Wesley College,Dover,DE,81500,44100,.098910347,.0037944054,.24165021,.0079783248,.023901707,.0007891389,-.015658833,.037016161,323.6666666666667
2326,University Of Michigan - Dearborn,Detroit,MI,105200,50200,.065978937,.01078783,.36129776,.036079872,.023838041,.0023805117,.029776026,.0692771,700.3333333333334
1015,Enterprise State Community College,Dothan,AL,59300,26500,.19608748,.0030876214,.12153184,.00029507978,.023830872,.000057861449,-.0022242069,.06181208,289
1294,Southwestern Community College District,San Diego,CA,54200,28200,.20210163,.0017366413,.11785229,.0023206095,.023818141,.00046899897,-.020236915,-.023298446,2576.5
3391,Waynesburg University,Pittsburgh,PA,74000,42900,.10090327,.0015823214,.23602778,.012499566,.023815975,.0012612471,-.045025758,-.097022407,259.6666666666667
3728,Old Dominion University,Virginia Beach,VA,82400,44300,.084604912,.0048076091,.28022748,.0023506596,.023708621,.00019887734,-.028976226,-.069875687,1549
12362,"Northwestern College of Bridgeview, IL",Chicago,IL,43300,25800,.24994208,.0034456092,.09482348,.000042063279,.023700377,.000010513383,.034446895,.057381123,464
1125,California Baptist University,Los Angeles,CA,82600,36200,.076455861,.0036280495,.30910993,0,.023633266,0,-.0070420299,-.017346319,197.3333333333333
50,"Troy University And Troy State Universities, Montgomery And Dothan",Troy,AL,64400,35800,.15588653,.001813903,.15143028,.0029515326,.023605941,.00046010417,-.021393336,-.0035139022,1424
2681,Canisius College,Buffalo,NY,94200,50900,.071293145,.01331933,.33110139,.028701108,.023605259,.0020461923,-.013135424,-.037122149,653
2206,Regis College,Boston,MA,86900,45200,.086421028,.0027439322,.27295357,0,.023588927,0,.067174084,.0848042,146
27,West Valley-Mission Community College District,San Jose,CA,91600,36700,.086101972,.014690818,.27388355,.0048757773,.023581915,.00041981402,.013902915,-.0026394138,1567.333333333333
4072,Northwood University,Saginaw,MI,86000,45400,.096529253,.036004111,.24421947,.0305693,.023574322,.0029508318,-.0086642662,.00023769098,673
1090,Arkansas State University,Jonesboro,AR,60800,34500,.15929386,.0039503244,.14797316,.0043308507,.023571217,.0006898779,.020758381,.035325948,1956.666666666667
1102,Ouachita Baptist University,Hot Springs,AR,88300,40000,.091998719,.0047171842,.2562049,.0014725731,.023570523,.00013547484,-.064107426,-.13273571,297.5
1055,University Of Alabama In Huntsville,Huntsville,AL,91300,45800,.07948333,.0076836823,.29620242,0,.023543155,0,-.006176807,-.011638535,636.3333333333334
42,Yuba Community College District,Chico,CA,48700,25400,.20398448,.00059860258,.11534952,.000048747504,.023529511,9.9437348e-06,-.0082060294,-.065747999,1240.666666666667
2150,Fisher College,Boston,MA,55800,27800,.18575293,.0081099467,.12650409,.0001022223,.023498505,.000018988092,-.0074817142,-.10423163,228.6666666666667
25395,Irvine Valley College,Los Angeles,CA,81200,30900,.11972666,.014119123,.19612674,.0039971219,.0234816,.00047856205,-.0060219946,-.038343001,708.3333333333334
3572,Trinity Valley Community College,Tyler,TX,55700,29000,.19369476,.0012135357,.12122305,.00014386544,.023480268,.000027865983,-.01846984,-.022062669,841.6666666666666
2433,Rust College,Memphis,MS,33000,22500,.35506019,.00050522102,.066104285,.00020920459,.023471,.000074280222,-.057973389,-.068820179,174.5
1108,University Of Arkansas,Fayetteville,AR,93400,45800,.071958207,.022993101,.32608727,.02236471,.023464656,.0016093244,-.033643041,-.077860072,2286
1586,Oglethorpe University,Atlanta,GA,98600,42700,.07119669,.026442705,.3281177,.0011564128,.023360895,.000082332765,.051583026,.1239763,145.6666666666667
2197,Nichols College,Boston,MA,95300,56800,.044593908,.014956756,.52332181,.0018679192,.023336964,.000083297818,.034715518,-.034945779,222
20,State Center Community College District,Fresno,CA,47600,25200,.2474594,.002278131,.09419252,.000998209,.023308825,.0002470162,-.029923985,-.0038744526,5160
5316,Coastal Carolina Community College,Jacksonville,NC,56700,28000,.17013389,.0026989139,.13671246,.000055791159,.023259424,9.4919669e-06,-.0058211931,-.025587594,901
2880,Ulster County Community College,Poughkeepsie,NY,66300,29000,.15505877,.0028725539,.14999035,.0041774097,.023257319,.00064774399,-.025507234,-.038792782,484
1962,University Of The Cumberlands,London,KY,67000,36000,.12546828,.0030741435,.18512994,.00063179334,.023227936,.00007927003,.0042469208,-.036365282,264.5
5267,Northwest Kansas Technical College,Goodland,KS,57100,35300,.15262705,.00098270446,.15215079,.00013263004,.023222327,.000020242933,-.033805404,-.0051722219,110
2208,Simmons College,Boston,MA,89800,50900,.056845352,.027973389,.40824547,0,.023206858,0,-.02835053,-.11215299,240.3333333333333
23154,Northeast Texas Community College,Texarkana,TX,51100,28500,.20428453,.0023581036,.11358315,.0039413222,.023203282,.00080515118,-.00050248962,.040423699,413.3333333333333
2603,Drew University,Newark,NJ,140400,55600,.040804565,.072175577,.56508553,.024419,.02305807,.00099640666,.030569553,.053366531,339.6666666666667
10395,University Of San Diego,San Diego,CA,139300,61200,.049255177,.12273797,.46769911,.010447606,.023036603,.00051459868,-.019341998,-.043951053,894
25039,Warren County Community College,Newark,NJ,78600,33400,.099666938,.006465984,.23113316,.00045919433,.023036335,.000045766494,-.024075404,.017495574,137.5
6661,Angelina College,Huntsville,TX,45900,25100,.26211667,.00073561317,.087828457,.0058606886,.023021303,.0015361842,-.072060764,-.05111333,871.6666666666666
1717,MacMurray College,Jacksonville,IL,75500,38600,.10306915,.0010593419,.22335519,.019872809,.023021029,.0020482736,.05016017,.10218029,147.6666666666667
2728,Hamilton College,Syracuse,NY,164600,60300,.038505599,.12935546,.5978179,.041298207,.023019336,.0015902122,-.010955284,-.016008439,437.3333333333333
3523,Tennessee Technological University,Cookeville,TN,78400,39700,.095024854,.0079724584,.24221773,0,.023016704,0,-.01839255,-.020664187,1298.666666666667
3317,Cheyney University Of Pennsylvania,Philadelphia,PA,38600,26500,.27863061,.00020889613,.082591578,0,.023012543,0,-.049889948,-.096109398,227.3333333333333
1073,Eastern Arizona College,Safford,AZ,60900,23800,.1434419,.0012213669,.16028936,.00035828078,.02299221,.000051392475,.0086064674,-.0066691488,453.6666666666667
2873,Nassau Community College,New York,NY,80100,36000,.10617213,.0062620286,.21635951,.0029587706,.022971351,.00031413898,.0020125508,-.0063776858,4225
11161,Texas A&M University - Corpus Christi,Corpus Christi,TX,81700,43400,.096550167,.0067429449,.23788281,.0087951832,.022967625,.00084917637,.023452299,.050555661,791
3987,La Roche College,Pittsburgh,PA,78700,39800,.089604959,.0066753272,.25555241,0,.022898763,0,-.0060177855,.0030253145,212.6666666666667
2411,Jones County Junior College,Laurel,MS,49100,26700,.2465644,.0040111267,.092869878,.00044459704,.022898406,.0001096218,-.0092812954,.04078798,1447.666666666667
3619,Southwestern Adventist University,Fort Worth,TX,66100,37100,.11157076,.0012176576,.20509347,.0046564341,.022882435,.00051952188,-.023812687,-.08603102,98
3370,Swarthmore College,Philadelphia,PA,135900,56700,.046533376,.089766547,.49128494,.13017391,.022861147,.0060574315,-.0046877139,-.031992577,325
1570,Southern Polytechnic State University,Atlanta,GA,92400,54800,.058328785,.0065723462,.39154658,.00025167508,.022838436,.000014679902,.011939573,.035174567,358
2744,Keuka College,Buffalo,NY,67700,42100,.12792821,.002725373,.17823955,0,.022801867,0,-.038190484,-.086544856,199.3333333333333
30321,Altamaha Technical College,Hinesville,GA,35700,14500,.37032306,.00050522102,.061545223,.00021757516,.022791615,.000080573096,-.096719697,-.032749631,122
3543,Austin College,Sherman,TX,109300,49700,.057600904,.033268224,.39560169,.019099586,.022787016,.0011001534,-.012608984,-.027370173,299.3333333333333
3781,Highline Community College,Seattle,WA,76500,34700,.11069468,.0023906799,.20585324,.0056377444,.022786858,.00062406831,.035314661,.050905846,1051.666666666667
1237,Merced Community College,Modesto,CA,48400,25400,.23999722,.0019636881,.094891004,.0011405369,.022773577,.00027372569,-.040035464,-.005476845,1336.333333333333
2417,Mississippi Gulf Coast Community College,Gulfport,MS,56800,27100,.19400056,.0016289697,.11721686,.0028644283,.022740137,.00055570068,.010513934,.018377731,1792.166666666667
1030,Bishop State Community College,Mobile,AL,31400,20400,.4087936,.00059725042,.055473074,.000076980265,.022677038,.000031469041,-.091931544,-.0070735179,641.6666666666666
3153,Connors State College,Muskogee,OK,49000,27300,.20629695,.0010985484,.10983221,.00040054251,.02265805,.0000826307,.018643087,.025805313,366.6666666666667
20923,Hohokus School - RETS/Nutley,Newark,NJ,41700,29500,.2709305,.0016239743,.083536766,0,.022632658,0,-.11376683,-.25991213,64
7289,Central Wyoming College,Riverton,WY,52100,26000,.19409195,.0029948705,.11651235,.0063305297,.022614108,.0012287048,-.046955332,-.098157018,238
1280,San Joaquin Delta College,Sacramento,CA,66300,30700,.15996876,.0030438472,.14093438,.001802949,.022545097,.00028841553,.015079223,.023808485,2258.666666666667
2413,Meridian Community College,Meridian,MS,41300,25100,.28917554,.0026415717,.077953368,.0031770745,.022542207,.00091873226,-.033176739,.016040444,613.5
2853,SUNY Maritime College,New York,NY,103800,90500,.043647721,.0023508065,.51558954,.13268122,.022504309,.0057912329,-.0082549518,-.027700018,115
1143,California Polytechnic State University,Santa Barbara,CA,124800,65500,.041973852,.03120397,.53568727,.038050354,.022484858,.0015971198,-.01774125,-.044149935,2887.666666666667
7437,Pittsburgh Technical Institute,Pittsburgh,PA,58900,33400,.15430868,.0027763408,.14563565,7.9711936e-06,.022472844,1.2300243e-06,.023648245,.072823174,792
1326,Santa Clara University,San Jose,CA,149900,72500,.036217712,.10844481,.62036002,.055215985,.022468021,.0019997966,-.014987099,-.040121548,989.6666666666666
2403,Delta State University,Greenville,MS,71000,37600,.16261435,.0015289028,.13811943,.0059209131,.0224602,.00096282538,-.033842586,.0013300574,399.5
1305,Stanford University,San Jose,CA,172600,84800,.035795204,.14479454,.62739229,.18514551,.022457635,.0066273212,.0071890717,.0066535627,1516.333333333333
2139,Clark University,Boston,MA,103000,49600,.05281157,.050328232,.42450488,.031081559,.022418769,.0016414659,-.0097102448,-.037997436,416
211,University Of Maryland System (Except University College) And Baltimore City Community College,Washington DC,MD,102800,53500,.076429851,.012872607,.2933138,.0093109338,.022417931,.0007116333,-.01536788,-.032487739,11705.33333333333
10060,Vernon College,Vernon,TX,53100,28300,.16912641,.0015938212,.13255002,.0051870635,.022417707,.00087726943,-.019551467,-.10079008,404.6666666666667
208,Yosemite Community College District,Modesto,CA,66400,28900,.14039107,.0030296827,.15960564,.0024045671,.022407206,.00033757972,.006422671,-.0078514423,2879
